Year,PUMA,Borough,Neighborhoods,CD,Join,NYC_Poverty_Rate,Median_Income,Perc_White,Perc_Black,Perc_Asian,Perc_Other,Perc_Hispanic,GoalID,Goal,GoalName,GoalFullName,TotalOutcome,GoalRank,IndexScore,ScoreRank,Ind1,Ind1Outcome,Ind1Rank,Ind1Definition,Ind2,Ind2Outcome,Ind2Rank,Ind2Definition,Ind3,Ind3Outcome,Ind3Rank,Ind3Definition,Ind4,Ind4Outcome,Ind4Rank,Ind4Definition,Ind5,Ind5Outcome,Ind5Rank,Ind5Definition,Ind6,Ind6Outcome,Ind6Rank,Ind6Definition,Ind7,Ind7Outcome,Ind7Rank,Ind7Definition,Ind8,Ind8Outcome,Ind8Rank,Ind8Definition
2018,3705,Bronx,"Belmont, Crotona Park East & East Tremont",BX Community Districts 3 & 6,3705,0.308,14213,0.045,0.301,0.008,0.011,0.635,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.635,Hispanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3706,Bronx,"Bedford Park, Fordham North & Norwood",BX Community District 7,3706,0.264,18674,0.066,0.154,0.061,0.022,0.696,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-10.85940464,53,1.800646458,Bottom,Homeownership Opportunity,0.061,54,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.613,43,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,40.01385095,25,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,1.58:1,48,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,32.08803047,19,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.111548556,54,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.075755619,22,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2018,3706,Bronx,"Bedford Park, Fordham North & Norwood",BX Community District 7,3706,0.264,18674,0.066,0.154,0.061,0.022,0.696,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-7.164210109,47,0.737827981,Bottom,Bank / Credit Union-To-Nonbank Ratio,0.6:1,50,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,1.231195414,34,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 7.63%; Black or African American (non-Hispanic or Latino) 13.56%; Hispanic or Latino 25.42%; Other/No Information 39.41%; White (non-Hispanic or Latino) 13.98%,20,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.757,50,Percentage of residents with a bank or credit union account,Affordable Products,0.25,50,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.138,51,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2018,3706,Bronx,"Bedford Park, Fordham North & Norwood",BX Community District 7,3706,0.264,18674,0.066,0.154,0.061,0.022,0.696,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-6.093607052,41,2.205196375,Bottom,Ability To Borrow At Low Cost,0.38,49,Percentage of residents with a prime or better credit score,Housing Stability,91.4%,1,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.859,46,Percentage of residents with health insurance,Rent Burden,0.642,52,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.375,51,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,79,47,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,3.037488685,15,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2018,3706,Bronx,"Bedford Park, Fordham North & Norwood",BX Community District 7,3706,0.264,18674,0.066,0.154,0.061,0.022,0.696,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-4.309227025,48,2.297732958,Bottom,Access To Groceries,153.51,36,Supermarket square footage per 100 residents,Child Care Capacity,0.48441,51,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.11,34,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),354.0825,5,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.137708313077297,40,Percentage of median household income spent on transportation,Journey To Work Time,43.3,36,Average (mean) travel time to work in minutes,,,,,,,,
2018,3706,Bronx,"Bedford Park, Fordham North & Norwood",BX Community District 7,3706,0.264,18674,0.066,0.154,0.061,0.022,0.696,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-4.952705869,37,2.433739036,Middle,Job Training And Placement Support,3.565264738,15,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.282616386,51,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.646,22,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,24816.70508,48,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.77,23,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.913,9,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.95,18,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.684615385,50,Percentage of adults with a high school degree or equivalent
2018,3706,Bronx,"Bedford Park, Fordham North & Norwood",BX Community District 7,3706,0.264,18674,0.066,0.154,0.061,0.022,0.696,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-33.3791547,50,0.985036098,Bottom,"Goal 1: Access to Affordable, High-Quality Financial Services",,47,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,48,,Goal 3: Access to Quality Jobs & Income Supports,,37,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,41,,Goal 5: Opportunities to Build Assets & Plan for the Future,,53,,,,,,,,,,,,,
2018,3706,Bronx,"Bedford Park, Fordham North & Norwood",BX Community District 7,3706,0.264,18674,0.066,0.154,0.061,0.022,0.696,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.696,Hispanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3707,Bronx,"Morris Heights, Fordham South & Mount Hope",BX Community District 5,3707,0.344,15628,0.013,0.274,0.015,0.011,0.688,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-11.66374542,54,1.538734934,Bottom,Homeownership Opportunity,0.033,55,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.628,37,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,21.90068768,48,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,1.26:1,55,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,18.98059599,38,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.232224532,35,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.028289461,36,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2018,3707,Bronx,"Morris Heights, Fordham South & Mount Hope",BX Community District 5,3707,0.344,15628,0.013,0.274,0.015,0.011,0.688,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",0.120448645,26,3.125508772,Middle,Bank / Credit Union-To-Nonbank Ratio,0.3:1,54,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,0.65702063,51,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.222222222,3,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 5.56%; Black or African American (non-Hispanic or Latino) 12.96%; Hispanic or Latino 26.85%; Other/No Information 45.37%; White (non-Hispanic or Latino) 9.26%,22,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.703,54,Percentage of residents with a bank or credit union account,Affordable Products,0.555555556,19,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.1227,54,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2018,3707,Bronx,"Morris Heights, Fordham South & Mount Hope",BX Community District 5,3707,0.344,15628,0.013,0.274,0.015,0.011,0.688,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-11.93616253,55,0,Bottom,Ability To Borrow At Low Cost,0.32,54,Percentage of residents with a prime or better credit score,Housing Stability,89.4%,4,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.856,48,Percentage of residents with health insurance,Rent Burden,0.688,55,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.427,54,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,81.4,50,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.400772719,30,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2018,3707,Bronx,"Morris Heights, Fordham South & Mount Hope",BX Community District 5,3707,0.344,15628,0.013,0.274,0.015,0.011,0.688,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-7.868123858,54,0.544872894,Bottom,Access To Groceries,117.17,46,Supermarket square footage per 100 residents,Child Care Capacity,0.54216,46,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.16,53,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),303.1741667,3,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.137483561333233,39,Percentage of median household income spent on transportation,Journey To Work Time,42,26,Average (mean) travel time to work in minutes,,,,,,,,
2018,3707,Bronx,"Morris Heights, Fordham South & Mount Hope",BX Community District 5,3707,0.344,15628,0.013,0.274,0.015,0.011,0.688,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-9.635013527,50,1.365477184,Bottom,Job Training And Placement Support,2.162957195,23,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.224923172,55,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.599,38,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,21593.93555,55,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.753,30,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.928,6,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.952,17,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.652747845,53,Percentage of adults with a high school degree or equivalent
2018,3707,Bronx,"Morris Heights, Fordham South & Mount Hope",BX Community District 5,3707,0.344,15628,0.013,0.274,0.015,0.011,0.688,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-40.98259669,53,0.410660341,Bottom,"Goal 1: Access to Affordable, High-Quality Financial Services",,26,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,54,,Goal 3: Access to Quality Jobs & Income Supports,,50,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,55,,Goal 5: Opportunities to Build Assets & Plan for the Future,,54,,,,,,,,,,,,,
2018,3707,Bronx,"Morris Heights, Fordham South & Mount Hope",BX Community District 5,3707,0.344,15628,0.013,0.274,0.015,0.011,0.688,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.688,Hispanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3708,Bronx,"Concourse, Highbridge & Mount Eden",BX Community District 4,3708,0.323,16710,0.017,0.308,0.017,0.018,0.641,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-8.673503502,50,2.512425243,Bottom,Homeownership Opportunity,0.071,51,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.695,14,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,8.50731984,54,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,1.38:1,52,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,7.373010528,54,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.244742008,28,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.055161925,32,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2018,3708,Bronx,"Concourse, Highbridge & Mount Eden",BX Community District 4,3708,0.323,16710,0.017,0.308,0.017,0.018,0.641,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-8.583161645,50,0.272740537,Bottom,Bank / Credit Union-To-Nonbank Ratio,0.7:1,46,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,0.70894332,48,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.1,7,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 4.85%; Black or African American (non-Hispanic or Latino) 12.73%; Hispanic or Latino 16.36%; Other/No Information 40.00%; White (non-Hispanic or Latino) 26.06%,53,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.737,51,Percentage of residents with a bank or credit union account,Affordable Products,0.4,36,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.1241,53,Estimated percentage of residents that used mobile banking in past twelve months,,,,
